                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3921,                    0.5,                      1,                 1.3623,               7.14e-06,               7.14e-06,               7.14e-06
                      2,                 1.4022,                    0.5,                      1,                 1.3603,              2.089e-05,              2.089e-05,              2.089e-05
                      3,                  1.381,                    0.5,                      1,                 1.3603,             3.3933e-05,             3.3933e-05,             3.3933e-05
                      4,                  1.377,                    0.5,                      1,                 1.3613,             4.6269e-05,             4.6269e-05,             4.6269e-05
                      5,                 1.3744,                  0.625,                      1,                 1.3613,             5.7898e-05,             5.7898e-05,             5.7898e-05
                      6,                    1.3,                  0.625,                      1,                 1.3574,             6.8821e-05,             6.8821e-05,             6.8821e-05
                      7,                 1.2274,                  0.625,                      1,                 1.3525,             7.9036e-05,             7.9036e-05,             7.9036e-05
                      8,                 1.2034,                  0.625,                      1,                 1.3457,             8.8545e-05,             8.8545e-05,             8.8545e-05
                      9,                 1.1522,                  0.625,                      1,                 1.3428,             9.7347e-05,             9.7347e-05,             9.7347e-05
                     10,                 1.1046,                  0.625,                      1,                 1.3369,             0.00010544,             0.00010544,             0.00010544
                     11,                 1.0611,                  0.625,                      1,                 1.3301,             0.00011283,             0.00011283,             0.00011283
                     12,                 1.0393,                  0.625,                      1,                 1.3223,             0.00011951,             0.00011951,             0.00011951
                     13,                 1.0318,                   0.75,                      1,                 1.3144,             0.00012549,             0.00012549,             0.00012549
                     14,                  1.004,                   0.75,                      1,                 1.3047,             0.00013075,             0.00013075,             0.00013075
                     15,                0.99766,                   0.75,                      1,                  1.293,             0.00013531,             0.00013531,             0.00013531
                     16,                0.92646,                  0.625,                      1,                 1.2803,             0.00013917,             0.00013917,             0.00013917
                     17,                0.77816,                  0.625,                      1,                 1.2695,             0.00014231,             0.00014231,             0.00014231
                     18,                0.74608,                  0.625,                      1,                 1.2578,             0.00014475,             0.00014475,             0.00014475
                     19,                0.74025,                   0.75,                      1,                 1.2441,             0.00014649,             0.00014649,             0.00014649
                     20,                0.67155,                   0.75,                      1,                 1.2305,             0.00014751,             0.00014751,             0.00014751
                     21,                0.70595,                  0.875,                      1,                 1.2148,             0.00014783,             0.00014783,             0.00014783
                     22,                0.69698,                  0.875,                      1,                 1.2031,             0.00014745,             0.00014745,             0.00014745
                     23,                0.65564,                  0.875,                      1,                 1.1934,             0.00014635,             0.00014635,             0.00014635
                     24,                0.59329,                  0.875,                      1,                 1.1846,             0.00014455,             0.00014455,             0.00014455
                     25,                0.52925,                  0.875,                      1,                 1.1719,             0.00014204,             0.00014204,             0.00014204
                     26,                0.49493,                  0.875,                      1,                 1.1621,             0.00013883,             0.00013883,             0.00013883
                     27,                0.45148,                  0.875,                      1,                 1.1533,             0.00013491,             0.00013491,             0.00013491
                     28,                0.48545,                  0.875,                      1,                 1.1533,             0.00013028,             0.00013028,             0.00013028
                     29,                0.38901,                  0.875,                      1,                 1.1465,             0.00012494,             0.00012494,             0.00012494
                     30,                 0.4003,                  0.875,                      1,                 1.1357,              0.0001189,              0.0001189,              0.0001189
                     31,                0.41776,                  0.875,                      1,                 1.1357,             0.00011215,             0.00011215,             0.00011215
                     32,                0.37846,                  0.875,                      1,                 1.1289,              0.0001047,              0.0001047,              0.0001047
                     33,                0.38118,                  0.875,                      1,                 1.1201,             9.6533e-05,             9.6533e-05,             9.6533e-05
                     34,                0.43855,                  0.875,                      1,                 1.1201,             8.7663e-05,             8.7663e-05,             8.7663e-05
                     35,                0.35897,                  0.875,                      1,                 1.1133,             7.8087e-05,             7.8087e-05,             7.8087e-05
                     36,                0.37041,                  0.875,                      1,                 1.1094,             6.7803e-05,             6.7803e-05,             6.7803e-05
                     37,                0.32767,                  0.875,                      1,                 1.1094,             5.6813e-05,             5.6813e-05,             5.6813e-05
                     38,                0.35966,                  0.875,                      1,                 1.1084,             4.5116e-05,             4.5116e-05,             4.5116e-05
                     39,                0.25693,                  0.875,                      1,                 1.1025,             3.2712e-05,             3.2712e-05,             3.2712e-05
                     40,                0.29858,                  0.875,                      1,                 1.1025,             1.9601e-05,             1.9601e-05,             1.9601e-05
